Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3775,MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53
4055,WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49
3489,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58
578,Pac-Man: Adventures in Time,PSP,2006.0,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
906,Game Party 2,Wii,2008.0,Misc,Midway Games,1.3,0.44,0.0,0.17,1.91
12953,Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05
7300,Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22
14146,Rapala Tournament Fishing!,X360,2006.0,Sports,Activision,0.03,0.0,0.0,0.0,0.03
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06
5797,NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
8849,Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15
10112,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11
5386,Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34
15147,Overlord,PC,2007.0,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02
11011,Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09
7813,Legacy of Kain: Defiance,XB,2003.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19
2211,SaGa Frontier 2,PS,1999.0,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94
4851,Diner Dash: Sizzle & Serve,DS,2007.0,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4
7528,Phantasy Star Online,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
4596,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42
7601,Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2
3490,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.58
4849,Mother 3,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4
4840,Brunswick Pro Bowling,PS2,2007.0,Sports,505 Games,0.2,0.15,0.0,0.05,0.4
2622,Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
12930,Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05
14310,The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03
2697,Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0.0,0.12,0.76
9506,Digimon Racing,GBA,2004.0,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13
5417,Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34
9827,Zenses: Rainforest,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
1257,NFL Blitz,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5
9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.12,0.0,0.12
663,NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
5792,TouchMaster: Connect,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0.0,0.03,0.31
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16
7455,Rayman Legends,PSV,2014.0,Platform,Ubisoft,0.03,0.12,0.0,0.05,0.21
7774,Manhunt,XB,2004.0,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19
901,MX Unleashed,PS2,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92
3238,Nobunaga no Yabou: Haouden,SNES,1993.0,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62
8498,Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16
9140,Lord of the Rings: Tactics,PSP,2005.0,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14
16095,Superstars V8 Racing,X360,2009.0,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01
5478,Hell's Kitchen: The Game,Wii,2008.0,Simulation,Ubisoft,0.3,0.0,0.0,0.03,0.33
4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
12617,Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
6369,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27
4249,Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.03,0.21,0.02,0.46
6097,Links 2004,XB,2003.0,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29
9557,Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13822,Time Travelers,3DS,2012.0,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04
1066,WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
6188,Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
11643,NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08
11690,R: Racing Evolution,GC,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
11769,Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
4440,Independence Day,PS,1997.0,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44
4928,Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39
4921,Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.14,0.19,0.0,0.06,0.39
13178,BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
14433,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
6393,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27
3922,Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
7677,Baja: Edge of Control,X360,2008.0,Racing,THQ,0.12,0.06,0.0,0.02,0.2
10947,Yourself Fitness,XB,2004.0,Sports,responDESIGN,0.07,0.02,0.0,0.0,0.09
658,Guitar Hero,PS2,2005.0,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
4958,Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39
12277,My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06
16461,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
13443,LEGO Friends,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
4954,Fatal Fury,SNES,1992.0,Fighting,Takara,0.0,0.0,0.39,0.0,0.39
5662,Derby Stallion DS,DS,2008.0,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32
10994,Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09
7345,UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.04,0.21
8315,Backbreaker,PS3,,Sports,Unknown,0.16,0.0,0.0,0.01,0.17
13490,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001.0,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04
3580,Army Men: Sarge's Heroes,PS,1999.0,Action,3DO,0.31,0.21,0.0,0.04,0.56
3444,Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58
15108,Frontlines: Fuel of War,PC,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
4056,Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,Universal Interactive,0.24,0.19,0.0,0.06,0.49
11377,Dream Day: Wedding Destinations,DS,2009.0,Simulation,THQ,0.08,0.0,0.0,0.01,0.08
10459,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1
7467,Barbie Fashion Show: An Eye for Style,DS,2008.0,Misc,Activision,0.19,0.0,0.0,0.02,0.21
8940,F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15
1707,Pole Position,2600,1982.0,Racing,Atari,1.1,0.07,0.0,0.01,1.18
5091,SAW,PS3,2009.0,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.07,0.37
6485,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.0,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
14812,Alien Breed Trilogy,X360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.03
10863,Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
7090,pro evolution soccer 2011,Wii,2010.0,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
1397,Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
15243,Ryu-koku,PS2,2006.0,Adventure,KID,0.0,0.0,0.02,0.0,0.02
13610,Scaler,XB,2004.0,Platform,Global Star,0.03,0.01,0.0,0.0,0.04
8865,Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15
2271,Tobal No.1,PS,1996.0,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
5833,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005.0,Misc,Sega,0.0,0.0,0.3,0.0,0.3
13694,Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
10516,Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.1
9449,Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13
8192,FIFA 17,X360,2016.0,Sports,Electronic Arts,0.03,0.13,0.0,0.01,0.18
6998,The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42
1748,SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,0.45,0.58,0.0,0.13,1.16
13610,Scaler,XB,2004.0,Platform,Global Star,0.03,0.01,0.0,0.0,0.04
1657,Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21
4294,Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.46
8699,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16
14976,Demigod,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
1514,Burnout 3: Takedown,XB,2004.0,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31
9928,Rock Band: Metal Track Pack,PS3,2009.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.12
1749,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
15270,Dungeon Defenders,PC,2011.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
6103,Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29
7559,Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
995,Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76
15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
3457,Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58
2937,MotionSports,X360,2010.0,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7
1901,MySims Agents,DS,2009.0,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08
7881,NBA 2K11,PC,2010.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19
5507,GT Advance Championship Racing,GBA,2001.0,Racing,THQ,0.24,0.09,0.0,0.01,0.33
15544,Legendary,PC,2008.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
6924,PGA Tour 96,PS,1995.0,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
12502,NBA Hangtime,PS,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06
3145,Dragon Ball: Raging Blast 2,X360,2010.0,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64
5628,Dance Dance Revolution Universe,X360,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32
10614,Bullet Witch,X360,2006.0,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
3127,Dead or Alive 5,PS3,2012.0,Fighting,Tecmo Koei,0.23,0.15,0.2,0.07,0.65
1793,Commando,NES,1986.0,Action,Capcom,0.71,0.16,0.25,0.03,1.14
3351,LEGO Jurassic World,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6
655,Monopoly,PC,1994.0,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39
13663,Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
3400,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.31,0.0,0.09,0.59
7871,Where's Waldo? The Fantastic Journey,Wii,2009.0,Adventure,Ubisoft,0.18,0.0,0.0,0.01,0.19
10952,Black & White 2,PC,2005.0,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09
13362,River City Soccer Hooligans,DS,2010.0,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05
14147,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015.0,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
13859,Jig-A-Pix: Pets,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04
14359,Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03
1663,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
5663,Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
11938,Magi: The Labyrinth of Beginning,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
16481,Ishin no Arashi: Shippuu Ryuumeden,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
12574,LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
14791,Lost Planet 2,PC,2010.0,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
7281,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22
11616,Cosmic Family,Wii,2007.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
8251,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
1524,EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3
3359,Puyo Puyo Sun,SAT,1997.0,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6
5128,Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,0.3,0.06,0.0,0.0,0.37
14520,Tenka-bito,PS2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03
12006,Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07
10742,EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
12798,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06
6488,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26
14504,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03
3549,SD Gundam G Generation Neo,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
16151,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
3230,Okami,PS2,2006.0,Action,Capcom,0.11,0.03,0.15,0.34,0.63
2637,Buzz! The Hollywood Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78
771,Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13
1211,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,Capcom,0.68,0.43,0.29,0.14,1.54
788,Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,THQ,1.17,0.72,0.0,0.22,2.1
7348,Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
1090,Star Wars: Battlefront II,XB,2005.0,Shooter,Activision,1.22,0.39,0.0,0.06,1.67
1226,FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.17,1.26,0.0,0.1,1.53
11757,Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07
12073,Divinity: Original Sin,XOne,2015.0,Role-Playing,Focus Home Interactive,0.04,0.02,0.0,0.01,0.07
7853,Need for Speed: Shift 2 Unleashed,PC,2011.0,Racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19
11557,RoadKill,XB,2003.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08
11677,Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08
10560,Penguin no Mondai: The World,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
1854,Triple Play 98,PS,1997.0,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1
13915,Dragon Ball: Advanced Adventure,GBA,2004.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
10631,L'Aigle de Guerre,GBA,2001.0,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1
3766,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53
15133,Twinkle * Crusaders GoGo!,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
9075,Cake Mania 3,DS,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14
11682,Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08
3559,Tom Clancy's HAWX,PS3,2009.0,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57
346,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
9716,Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12
2929,NASCAR 2001,PS2,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7
11741,In The Groove,PS2,2005.0,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07
15558,Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
4539,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43
152,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
8299,Resident Evil Director's Cut: Dual Shock Edition,PS,1997.0,Action,Capcom,0.0,0.0,0.16,0.01,0.17
14332,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.0,0.03
11038,Quantum Theory,X360,2010.0,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09
12730,Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06
16131,Voodoo Chronicles: First Sign,PC,2011.0,Adventure,ValuSoft,0.01,0.0,0.0,0.0,0.01
15574,WorldShift,PC,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32
10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.0,0.0,0.1,0.0,0.1
5351,Kurushi Final: Mental Blocks,PS,1998.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02,0.34
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35
4968,Karaoke Revolution Presents American Idol Encore,PS2,2008.0,Misc,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39
11277,Martian Panic,Wii,2010.0,Adventure,Unknown,0.08,0.0,0.0,0.0,0.08
2931,Book of Spells,PS3,2012.0,Action,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7
10342,Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11
3377,Monopoly,X360,2008.0,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6
6116,Bratz Ponyz,DS,2007.0,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28
12241,Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
6200,F1 ROC: Race of Champions,SNES,1992.0,Sports,Ocean,0.0,0.0,0.28,0.0,0.28
9574,Need for Speed: ProStreet,DS,2007.0,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.13
9470,Disruptor,PS,1995.0,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
1004,Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,0.61,0.87,0.02,0.26,1.76
5407,Momotarou Dentetsu DS: Tokyo & Japan,DS,2007.0,Misc,Hudson Soft,0.0,0.0,0.34,0.0,0.34
8100,Sesame Street: Elmo's Letter Adventure,N64,1999.0,Misc,NewKidCo,0.14,0.04,0.0,0.0,0.18
3882,Fishing Derby,2600,,Sports,Activision,0.48,0.03,0.0,0.01,0.51
5273,Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11
7765,Steins;Gate,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19
8405,Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
14910,Konohana 2: Todoke Kanai Requiem,PS2,2002.0,Adventure,Success,0.0,0.0,0.03,0.0,0.03
7194,Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
2244,Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93
11154,The Bachelor: The Videogame,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.0,0.0,0.01,0.09
9561,Space Bust-A-Move,DS,2008.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.13
4058,LEGO Marvel Super Heroes,DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0.0,0.04,0.49
6746,Dune 2000,PS,1999.0,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
1583,Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,0.45,0.68,0.0,0.12,1.26
1625,Castlevania,NES,1986.0,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23
7292,Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
824,Carnival Games,DS,2008.0,Misc,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,Activision,0.17,0.15,0.0,0.09,0.41
4817,Samurai Shodown,SNES,1994.0,Fighting,Takara,0.0,0.0,0.4,0.0,0.4
12074,Suzumiya Haruhi no Gekidou,Wii,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
2655,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78
1532,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29
5559,Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.0,0.01,0.33
13593,No Rules: Get Phat,GBA,2001.0,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
6764,Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25
8146,Race Pro,X360,2009.0,Racing,Atari,0.06,0.09,0.0,0.02,0.18
8347,Major League Baseball 2K9,PS2,2009.0,Sports,Spike,0.08,0.06,0.0,0.02,0.17
12724,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06
14823,Steins;Gate 0,PS3,2015.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
2286,MX vs. ATV Reflex,PS3,2009.0,Racing,THQ,0.52,0.26,0.0,0.12,0.91
8253,Time Commando,PS,1996.0,Action,Adeline Software,0.1,0.07,0.0,0.01,0.17
14126,Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
4825,Iron Man 2,PS3,2010.0,Action,Sega,0.14,0.19,0.0,0.07,0.4
